"player","team","season","fitted","actual","residual"
"alfarouq aminu","Dallas Mavericks",2015,1.48363995772641,1.03940601928975,-0.444233937850921
"alfarouq aminu","Portland Trailblazers",2016,6.34407423818785,8.41485661587537,2.07078237699678
"alfarouq aminu","Portland Trailblazers",2017,8.99350838967365,7.86857896813289,-1.12492942117931
"allen crabbe","Portland Trailblazers",2017,3.69528622754935,18.9518779099317,15.2565916829685
"allen iverson","Denver Nuggets",2008,17.2220526559752,22.1742370327794,4.95218437760517
"allen iverson","Detroit Pistons",2009,13.7416502005947,24.3931039794417,10.651453778618
"allen iverson","Memphis Grizzlies",2010,11.3279354293797,1.37173076455306,-9.95620466521553
"alonzo gee","Cleveland Cavaliers",2013,3.86426714665236,3.77268595610421,-0.0915811912387875
"alonzo gee","Cleveland Cavaliers",2014,1.86010607846588,3.44728572665632,1.5871796485521
"alonzo gee","Portland Trailblazers",2015,2.67800354655019,1.12659846701854,-1.5514050793448
"alonzo gee","New Orleans Hornets",2016,3.78433555896991,1.38104634375501,-2.40328921563715
"amare stoudemire","Phoenix Suns",2008,15.3300600290558,16.0514942842241,0.721434254478032
"amare stoudemire","Phoenix Suns",2009,13.9910121455496,17.6394658594632,3.64845371427494
"amare stoudemire","Phoenix Suns",2010,15.0814385930161,18.8608373833916,3.77939879056222
"amare stoudemire","New York Knicks",2011,16.9527811970034,18.4045346213242,1.45175342389829
"amare stoudemire","New York Knicks",2012,13.754696335154,19.9247013142443,6.1700049791705
"amare stoudemire","Dallas Mavericks",2015,10.8439123834113,23.189311402739,12.3453990201284
"amir johnson","Toronto Raptors",2010,-0.168565363311245,4.22243368386029,4.39099904748057
"amir johnson","Toronto Raptors",2011,2.45818188671348,5.58166096759492,3.12347908054317
"amir johnson","Toronto Raptors",2012,3.03444709429437,6.01534920168833,2.98090210798009
"amir johnson","Toronto Raptors",2013,5.37460267449178,6.46746163903579,1.09285896385387
"amir johnson","Toronto Raptors",2014,5.89124434754967,6.89457145331264,1.00332710612416
"amir johnson","Toronto Raptors",2015,5.88556626506324,7.41612556623925,1.53055930136297
"amir johnson","Boston Celtics",2016,7.10450645119334,12.5549667614092,5.45046030979373
"amir johnson","Boston Celtics",2017,6.8933596726875,12.2931099956314,5.39975032302469
"anderson varejao","Cleveland Cavaliers",2008,4.91633933644973,6.24669104786674,1.33035171072669
"anderson varejao","Cleveland Cavaliers",2009,6.21423105728109,6.77049858663073,0.556267529710508
"anderson varejao","Cleveland Cavaliers",2010,6.36262367912004,7.25491010316179,0.892286424228456
"anderson varejao","Cleveland Cavaliers",2011,9.52611054195043,8.12892786074603,-1.39718268162697
"anderson varejao","Cleveland Cavaliers",2012,9.14594091509677,8.42148888236366,-0.72445203265279
"anderson varejao","Cleveland Cavaliers",2013,11.3675492473846,9.02014934557829,-2.34739990125064
"anderson varejao","Cleveland Cavaliers",2014,9.47869408200149,9.58490111940646,0.106207036454542
"anderson varejao","Cleveland Cavaliers",2015,10.8768776516659,10.382575792735,-0.494301858130358
"anderson varejao","Golden State Warriors",2016,6.79020967041487,11.1972998582584,4.40709018761471
"andray blatche","Washington Wizards",2008,2.25433897644566,2.8807555803269,0.626416603428177
"andray blatche","Washington Wizards",2009,3.25523802137163,3.20667114284015,-0.0485668782221577
"andray blatche","Washington Wizards",2010,7.28765220606035,3.45471909674371,-3.83293310965472
"andray blatche","Washington Wizards",2011,9.47406042346851,6.58635994176201,-2.88770048112063
"andray blatche","Washington Wizards",2012,7.08376351087766,7.04570524204726,-0.0380582695211172
"andray blatche","Brooklyn Nets",2013,7.56317505108522,8.90875486421781,1.34557981349366
"andray blatche","Brooklyn Nets",2014,8.71666340468431,9.72720613490613,1.01054273040898
"andre drummond","Detroit Pistons",2013,4.86881170111922,2.53990153488213,-2.32891016636664
"andre drummond","Detroit Pistons",2014,4.78429878626204,2.61187580717493,-2.17242297869364
"andre drummond","Detroit Pistons",2015,4.75643128621073,2.72104003704375,-2.03539124962051
"andre drummond","Detroit Pistons",2016,9.06641069089046,3.42341614544219,-5.64299454513886
"andre drummond","Detroit Pistons",2017,8.60889430614189,22.6569700413233,14.0480757348437
"andre iguodala","Philadelphia 76ers",2008,10.509985595397,3.27133588621357,-7.2386497085977
"andre iguodala","Philadelphia 76ers",2009,11.9836768394907,13.2261904317981,1.24251359161697
"andre iguodala","Philadelphia 76ers",2010,12.5211919368525,14.0491909934244,1.5279990569331
"andre iguodala","Philadelphia 76ers",2011,11.5502243166042,13.7814000120402,2.23117569562278
"andre iguodala","Philadelphia 76ers",2012,11.1682855270717,14.7996730108993,3.63138748340539
"andre iguodala","Denver Nuggets",2013,10.6019204827558,16.1344304464162,5.5325099637407
"andre iguodala","Golden State Warriors",2014,8.33257431483073,13.6498004354439,5.31722612116854
"andre iguodala","Golden State Warriors",2015,6.99915897991689,13.0201144936889,6.02095551282178
"andre iguodala","Golden State Warriors",2016,7.78931009161708,12.2520321534121,4.46272206259568
"andre iguodala","Golden State Warriors",2017,9.22560467121592,11.4032609354876,2.17765626404309
"andre miller","Philadelphia 76ers",2008,12.9829715189936,10.9243220034649,-2.05864951647908
"andre miller","Philadelphia 76ers",2009,12.6191015671286,12.0947471928649,-0.524354373462783
"andre miller","Portland Trailblazers",2010,10.6339042237263,7.75100776545419,-2.88289645850123
"andre miller","Portland Trailblazers",2011,10.7999981265535,8.11491342638859,-2.68508470055355
"andre miller","Denver Nuggets",2012,8.6626634970009,8.5393109803272,-0.123352515983399
"andre miller","Denver Nuggets",2013,7.37142702120756,5.38955136586315,-1.98187565587144
"andre miller","Washington Wizards",2014,4.46652802713586,5.30351650254818,0.836988475460817
"andre miller","Sacramento Kings",2015,4.03566809388148,4.92642626900179,0.890758175492536
"andre miller","San Antonio Spurs",2016,3.27932418263861,1.96761125210636,-1.31171293091744
"andre roberson","Oklahoma City Thunder",2015,-0.473054032890117,1.22989026390512,1.70294429645738
"andre roberson","Oklahoma City Thunder",2016,1.05584445458344,1.26679614622619,0.210951692228341
"andre roberson","Oklahoma City Thunder",2017,4.09110232354772,2.23639535203191,-1.85470697220653
"andrea bargnani","Toronto Raptors",2008,2.17300492952074,5.64357512653126,3.47057019731982
"andrea bargnani","Toronto Raptors",2009,7.21215310159245,6.05881249546697,-1.15334060646374
"andrea bargnani","Toronto Raptors",2010,10.2537191849477,7.5168826038409,-2.73683658052058
"andrea bargnani","Toronto Raptors",2011,11.2694039530852,9.48882364491137,-1.78058030886433
"andrea bargnani","Toronto Raptors",2012,12.4556458733752,10.1167236573849,-2.33892221562899
"andrea bargnani","Toronto Raptors",2013,7.35009331813535,10.7791027317263,3.42900941377761
"andrea bargnani","New York Knicks",2014,9.77052316878902,12.5825929022956,2.81206973308391
"andrea bargnani","New York Knicks",2015,10.7658470452185,12.1836348588216,1.41778781368365
"andrea bargnani","Brooklyn Nets",2016,6.4525245596962,1.42592721118536,-5.02659734795512
"andrei kirilenko","Utah Jazz",2008,8.96234875361687,16.019100362668,7.05675160941254
"andrei kirilenko","Utah Jazz",2009,9.45866073641676,17.6809586427205,8.22229790649069
"andrei kirilenko","Utah Jazz",2010,9.73900062898981,18.9456795265425,9.20667889713015
"andrei kirilenko","Utah Jazz",2011,10.3684674534438,19.8963886850889,9.52792123172569
"andrei kirilenko","Minnesota Timberwolves",2013,9.49263683988378,10.5412607520405,1.0486239112064
"andrei kirilenko","Brooklyn Nets",2014,5.13367464208548,3.37621860552217,-1.75745603576232
"andres nocioni","Chicago Bulls",2008,8.39181290055171,9.91353134930308,1.52171844832924
"andres nocioni","Sacramento Kings",2009,7.52422056503323,9.36367464198092,1.83945407702814
"andres nocioni","Sacramento Kings",2010,7.32240955727072,8.63679774185928,1.31438818514395
"andres nocioni","Philadelphia 76ers",2011,7.37857458398604,7.64687552560505,0.268300940668764
"andrew bogut","Milwaukee Bucks",2008,8.45622946755701,5.82159882360863,-2.63463064428619
"andrew bogut","Milwaukee Bucks",2010,10.4009915967045,11.515730322479,1.11473872508389
"andrew bogut","Milwaukee Bucks",2011,9.77191077871944,12.2796541287088,2.5077433503498
"andrew bogut","Golden State Warriors",2013,9.07258677092172,14.0128335512442,4.94024677990039
"andrew bogut","Golden State Warriors",2016,10.9963466070135,14.4382117756206,3.44186516765672
"andrew bogut","Dallas Mavericks",2017,10.7944192173618,11.2963713196498,0.501952103088902
"andrew bynum","Los Angeles Lakers",2010,8.8465309937476,14.4257530718234,5.57922207838488
"andrew bynum","Los Angeles Lakers",2012,15.7120850798552,16.2961278373011,0.584042758031793
"andrew nicholson","Orlando Magic",2014,1.31361174079911,1.57196229135528,0.258350551141989
"andrew nicholson","Orlando Magic",2015,1.78128719221219,1.6377347921879,-0.143552400715031
"andrew nicholson","Orlando Magic",2016,4.96654433255824,2.49068987853418,-2.47585445366293
"andrew wiggins","Minnesota Timberwolves",2015,5.62567752202343,5.83822831290581,0.212550790752697
"andrew wiggins","Minnesota Timberwolves",2016,7.29949171089668,6.02500299913267,-1.2744887113703
"andrew wiggins","Minnesota Timberwolves",2017,9.09705906114621,6.15331620831328,-2.94374285328642
"andris biedrins","Golden State Warriors",2009,5.74731702147053,10.5341339722285,4.78681695106759
"antawn jamison","Washington Wizards",2008,15.895198657367,19.0807417348877,3.1855430765707
"antawn jamison","Washington Wizards",2009,16.4230261934816,11.6148015149562,-4.80822467772467
"antawn jamison","Cleveland Cavaliers",2010,14.7612437959791,13.4055710678359,-1.3556727283722
"antawn jamison","Cleveland Cavaliers",2011,14.1008942304291,14.9129757216617,0.812081490844131
"antawn jamison","Cleveland Cavaliers",2012,11.99148691292,16.4894010071513,4.49791409492146
"antawn jamison","Los Angeles Lakers",2013,7.79856230870117,1.45752979108884,-6.34103251813956
"anthony bennett","Cleveland Cavaliers",2014,-0.5216675354348,5.64748136883745,6.16914890466616
"anthony bennett","Minnesota Timberwolves",2015,0.355228721910332,5.89467562292998,5.53944690056619
"anthony carter","Denver Nuggets",2008,7.99880724094701,1.28668889680411,-6.71211834334208
"anthony carter","Denver Nuggets",2009,7.11125230949026,1.34314070661704,-5.76811160310205
"anthony carter","Denver Nuggets",2010,5.10962474556254,1.50447834584543,-3.6051464001054
"anthony carter","New York Knicks",2011,3.96040484408005,1.50948318176469,-2.45092166162495
"anthony davis","New Orleans Hornets",2013,8.01787266605727,5.5450722600765,-2.47280040611036
"anthony davis","New Orleans Hornets",2014,8.77428868448418,5.70208637474768,-3.07220230934303
"anthony davis","New Orleans Pelicans",2015,11.9198894387318,5.94057084571991,-5.97931859346451
"anthony davis","New Orleans Hornets",2016,15.8282721662316,7.39773167740825,-8.43054048851407
"anthony davis","New Orleans Pelicans",2017,20.6826663028263,22.6569700413233,1.97430373815759
"anthony johnson","Sacramento Kings",2008,6.84241310206765,3.33561172458904,-3.50680137770768
"anthony johnson","Orlando Magic",2009,5.74192754390869,2.23557732077295,-3.50635022352454
"anthony johnson","Orlando Magic",2010,4.60161234695929,2.48739774965547,-2.11421459661313
"anthony morrow","New Jersey Nets",2011,4.75662535895779,4.46532877407594,-0.291296585572517
"anthony morrow","New Jersey Nets",2012,5.45849076156927,4.37479941940969,-1.0836913417985
"anthony morrow","New Orleans Hornets",2014,4.83363079444065,1.08979202782281,-3.74383876704017
"anthony morrow","Oklahoma City Thunder",2015,5.75584438006498,3.3902288302808,-2.36561554970371
"anthony morrow","Oklahoma City Thunder",2016,4.75975420493002,3.4986507375127,-1.26110346686203
"anthony morrow","Oklahoma City Thunder",2017,5.53463857934276,3.57319730539685,-1.96144127489601
"anthony parker","Toronto Raptors",2008,8.41048220179104,5.07339545523158,-3.33708674575828
"anthony parker","Toronto Raptors",2009,8.02171273683483,5.32558995262665,-2.69612278443697
"anthony parker","Cleveland Cavaliers",2010,4.95505831540761,3.04502395906087,-1.910034356735
"anthony parker","Cleveland Cavaliers",2011,4.93048249669329,3.18790984503217,-1.74257265097074
"anthony parker","Cleveland Cavaliers",2012,3.78029193277196,2.46082467341795,-1.31946725988106
"anthony randolph","Golden State Warriors",2009,4.39769544323131,2.00064272400564,-2.39705271935513
"anthony randolph","Golden State Warriors",2010,5.74006957591123,2.11608454113746,-3.62398503437974
"anthony randolph","Minnesota Timberwolves",2011,2.20763396570541,2.19439651944414,-0.0132374467149004
"anthony randolph","Minnesota Timberwolves",2012,2.08757214346909,3.18401292214187,1.09644077898203
"anthony randolph","Denver Nuggets",2014,1.40827467738847,1.85623077589186,0.447956099089487
"anthony tolliver","Minnesota Timberwolves",2011,3.35349543382121,2.45593082574177,-0.89756460876981
"anthony tolliver","Minnesota Timberwolves",2012,2.825650642512,2.24208470244747,-0.583565939703532
"anthony tolliver","Charlotte Bobcats",2014,3.74576117109042,1.08979202782281,-2.6559691436895
"anthony tolliver","Detroit Pistons",2015,4.57319284836228,3.17833952838825,-1.3948533198932
"anthony tolliver","Detroit Pistons",2016,5.3914045934912,3.1387416903523,-2.25266290258294
"anthony tolliver","Sacramento Kings",2017,7.73014714888085,8.19540666375425,0.465259513923051
"antoine wright","Dallas Mavericks",2008,0.951067099916862,1.96008009242809,1.00901299217317
"antoine wright","Dallas Mavericks",2009,1.39285912859095,2.10682679444571,0.713967666440782
"antoine wright","Toronto Raptors",2010,2.68139542493429,2.43045246321081,-0.250942962413844
"antonio daniels","Washington Wizards",2008,8.63092669763196,6.7645272736421,-1.86639942318859
"antonio daniels","New Orleans Hornets",2009,5.65797156334983,7.25684784753522,1.59887628395679
"antonio mcdyess","Detroit Pistons",2008,7.49304143663006,7.43386558439093,-0.0591758524680305
"antonio mcdyess","Denver Nuggets",2010,6.02403132002569,8.63679774185928,2.61276642252393
"antonio mcdyess","San Antonio Spurs",2011,4.55929005636565,5.42537446050227,0.866084403609878
"archie goodwin","Phoenix Suns",2014,-0.226317967627176,1.12901259306246,1.35533056056034
"archie goodwin","Phoenix Suns",2015,-0.340032061756141,1.17840116354523,1.51843322569559
"archie goodwin","Phoenix Suns",2016,1.66645147527695,1.21381418649304,-0.452637289236834
"aron baynes","San Antonio Spurs",2015,5.00439142112746,2.22483766987177,-2.77955375167815
"aron baynes","Detroit Pistons",2016,6.44205463577024,6.80060699576333,0.358552360073193
"arron afflalo","Detroit Pistons",2008,-0.617443188182645,1.10159160353456,1.71903479202621
"arron afflalo","Detroit Pistons",2009,0.0730916318148989,1.18853122230664,1.11543959015383
"arron afflalo","Denver Nuggets",2010,1.93061643497865,1.25088469054896,-0.679731743843759
"arron afflalo","Denver Nuggets",2011,5.41976607225754,2.18753889077935,-3.23222718216859
"arron afflalo","Denver Nuggets",2012,7.14222496249965,8.27110515232145,1.12888019018321
"arron afflalo","Orlando Magic",2013,9.83614743706288,8.35380461708789,-1.48234281978818
"arron afflalo","Orlando Magic",2014,10.6249165099934,7.95527475382227,-2.66964175659329
"arron afflalo","Portland Trailblazers",2015,8.50090542205285,7.94584882097063,-0.555056601002135
"arron afflalo","New York Knicks",2016,9.99025425425677,8.36997784093948,-1.62027641276166
"arron afflalo","Sacramento Kings",2017,8.20132996565233,12.805322912116,4.60399294551329
"austin croshere","Golden State Warriors",2008,5.61841898229717,1.42240514097606,-4.19601384052034
"austin daye","Detroit Pistons",2010,0.471446739961293,1.93215529642682,1.46070855601197
"austin daye","Detroit Pistons",2011,1.43757071997533,2.01355070409406,0.575979984428121
"austin daye","Detroit Pistons",2012,1.17774645131097,2.11040323992323,0.932656788274666
"austin daye","Memphis Grizzlies",2013,1.38720618709444,3.18854158713568,1.80133540062719
"austin rivers","New Orleans Hornets",2013,-0.0800463906363051,2.41275123905869,2.49279763008891
"austin rivers","New Orleans Hornets",2014,-0.22422134587586,2.48102744802406,2.70524879344641
"austin rivers","Los Angeles Clippers",2015,-0.263763287070555,2.5848799716476,2.84864325902732
"austin rivers","Los Angeles Clippers",2016,1.68048288290876,3.2546616984604,1.57417881521358
"austin rivers","Los Angeles Clippers",2017,4.55074335906821,11.2686841626621,6.71794080417971
"avery bradley","Boston Celtics",2012,0.67935062563021,1.66732355472542,0.987972928641834
"avery bradley","Boston Celtics",2013,0.863578077237778,1.75785607348993,0.894277996561131
"avery bradley","Boston Celtics",2014,5.38940957955149,2.66388421140552,-2.72552536848391
"avery bradley","Boston Celtics",2015,5.47802962670953,7.61849150345824,2.14046187733492
"avery bradley","Boston Celtics",2016,7.16819534117214,8.08784367412432,0.919648332261877
"avery bradley","Boston Celtics",2017,11.3035090859469,8.47165640715024,-2.83185267843527
"baron davis","Golden State Warriors",2008,12.9555905752248,19.173935927358,6.218345351711
"baron davis","Los Angeles Clippers",2009,10.1006191317631,13.1676674652857,3.06704833360313
"baron davis","Los Angeles Clippers",2010,11.2159331398245,13.991612341812,2.77567920254301
"baron davis","Cleveland Cavaliers",2011,9.67323230027559,14.5123185157468,4.83908621452126
"baron davis","New York Knicks",2012,6.33253504950318,16.6813081458829,10.3487730971803
"ben gordon","Chicago Bulls",2008,6.93567624065191,5.69347984334365,-1.24219639672259
"ben gordon","Chicago Bulls",2009,9.84223747591636,7.49649939540342,-2.3457380812034
"ben gordon","Detroit Pistons",2010,5.75805933784863,11.515730322479,5.7576709849913
"ben gordon","Detroit Pistons",2011,5.75908326462415,12.056387690005,6.29730442556782
"ben gordon","Detroit Pistons",2012,7.02730839519178,12.6869183162881,5.65960992067426
"ben gordon","Charlotte Bobcats",2013,6.78448795201443,13.3660873873406,6.58159943540701
"ben gordon","Orlando Magic",2015,5.16319464556194,4.76750929258237,-0.395685353929224
"ben mclemore","Sacramento Kings",2014,-0.201644160543298,3.07175433014389,3.27339849108144
"ben mclemore","Sacramento Kings",2015,0.817024119834974,3.20618178265693,2.38915766236898
"ben mclemore","Sacramento Kings",2016,0.13366993876769,3.30258400658869,3.16891406813024
"ben mclemore","Sacramento Kings",2017,2.16682682804707,4.10680228212556,1.93997545374022
"ben wallace","Cleveland Cavaliers",2008,10.2845045324086,18.0776159899056,7.79311145726776
"ben wallace","Detroit Pistons",2010,9.06579334677761,1.50446683011511,-7.56132651597249
"ben wallace","Detroit Pistons",2011,6.59310035448293,2.32197096251949,-4.27112939249054
"ben wallace","Detroit Pistons",2012,4.91136346160439,2.45688735394048,-2.45447610761571
"beno udrih","Sacramento Kings",2008,6.76013678988426,2.9570839402275,-3.80305285034724
"beno udrih","Sacramento Kings",2009,5.71119183918624,6.53701535943293,0.825823520607961
"beno udrih","Sacramento Kings",2010,7.37258868613902,6.94605821591291,-0.426530470039454
"beno udrih","Sacramento Kings",2011,8.27462258934067,7.2322697489321,-1.04235284083111
"beno udrih","Milwaukee Bucks",2012,4.96998531025231,7.57430897479497,2.60432366462335
"beno udrih","Orlando Magic",2013,6.39396461756225,7.94635453382864,1.55238991682208
"beno udrih","Memphis Grizzlies",2014,4.63380203238855,1.33363392746707,-3.30016810587191
"beno udrih","Memphis Grizzlies",2015,6.19693539458058,2.20047040015413,-3.99646499362574
"beno udrih","Miami Heat",2016,5.59439266233246,2.17668074360627,-3.41771191895482
"beno udrih","Detroit Pistons",2017,6.96442925258724,1.58955956355928,-5.37486968941635
"bismack biyombo","Toronto Raptors",2016,5.60793263389855,2.94413970555046,-2.66379292868633
"blake griffin","Los Angeles Clippers",2011,10.977031169075,5.98050413369539,-4.99652703583294
"blake griffin","Los Angeles Clippers",2012,9.69255042342132,6.26808136414762,-3.42446905896414
"blake griffin","Los Angeles Clippers",2013,9.21395414108893,7.7899411299091,-1.4240130115182
"blake griffin","Los Angeles Clippers",2014,12.9064307216126,17.4395533153292,4.5331225943023
"blake griffin","Los Angeles Clippers",2015,13.9142386062369,18.7253070489549,4.81106844202777
"blake griffin","Los Angeles Clippers",2016,17.7138535705307,19.7821549090722,2.06830133890287
"blake griffin","Los Angeles Clippers",2017,21.8328613939386,20.6327957692752,-1.20006562447682
"bobby jackson","Houston Rockets",2008,6.38940420171745,6.61290855888806,0.223504356781752
"bobby jackson","Sacramento Kings",2009,5.71378784705684,7.59380904320154,1.88002119683502
"bobby portis","Chicago Bulls",2016,1.81959102536503,1.45549729665017,-0.364093728321161
"bobby portis","Chicago Bulls",2017,1.9282886614178,1.48918734487078,-0.439101317000317
"bobby simmons","Milwaukee Bucks",2008,3.20963546747075,10.8232436378274,7.61360817054337
"bobby simmons","New Jersey Nets",2009,3.30027945161432,12.4099905156585,9.10971106362179
"bojan bogdanovic","Brooklyn Nets",2015,3.02676819665227,3.4728656580189,0.446097460675809
"bojan bogdanovic","Brooklyn Nets",2016,5.6030501049831,3.58393034923957,-2.01911975538229
"bojan bogdanovic","Brooklyn Nets",2017,8.21069515068499,3.6602939897159,-4.5504011607825
"boris diaw","Phoenix Suns",2008,6.31317069744919,10.4966802522033,4.18350955406372
"boris diaw","Charlotte Bobcats",2009,8.66117942208388,10.5341339722285,1.87295455050559
"boris diaw","Charlotte Bobcats",2010,7.65402174252506,10.3641572902311,2.71013554789293
"boris diaw","Charlotte Bobcats",2011,8.80489628606081,10.0469897416709,1.24209345518775
"boris diaw","Charlotte Bobcats",2012,7.26020425521764,9.84329869367181,2.58309443853463
"boris diaw","San Antonio Spurs",2013,5.56151390687361,4.85059622927684,-0.710917677041376
"boris diaw","San Antonio Spurs",2014,8.16030176149072,4.98795727064656,-3.1723444917942
"boris diaw","San Antonio Spurs",2015,8.21523321367261,7.94584882097063,-0.269384391901286
"boris diaw","San Antonio Spurs",2016,7.07476978341835,7.84685422588076,0.772084442233364
"boris diaw","Utah Jazz",2017,6.0297816169651,7.17098083078497,1.1411992134311
"bostjan nachbar","New Jersey Nets",2008,5.89560189307168,2.91574451450091,-2.97985737838409
"brad miller","Sacramento Kings",2008,13.0298610381533,12.2461269609038,-0.783734078199677
"brad miller","Chicago Bulls",2009,11.7607788668997,13.3139748815666,1.55319601546821
"brad miller","Chicago Bulls",2010,9.64685958253538,14.1067696450368,4.45991006227252
"brad miller","Houston Rockets",2011,7.62577420746483,4.91186165148353,-2.71391255637008
"bradley beal","Washington Wizards",2013,4.09470763843276,4.45530497389897,0.360597335337127
"bradley beal","Washington Wizards",2014,4.602241114454,4.58147455182526,-0.0207665622345405
"bradley beal","Washington Wizards",2015,3.80181164800011,4.77310317015234,0.971291521698505
"bradley beal","Washington Wizards",2016,5.18709536802568,5.95803689892177,0.770941531205447
"bradley beal","Washington Wizards",2017,9.40779725692266,22.6569700413233,13.2491727840626
