"variable","lower","upper","x","y","description"
"2-pointers per game",-0.720796778033872,-0.312210323545959,2.72131147540984,-0.516503550789916,"2-pointers per game"
"2-pointers per game",-0.720796778033872,-0.312210323545959,2.72131147540984,-0.516503550789916,"2-pointers per game"
"2-pointers per game",-0.71672046088856,-0.308595631132294,2.72549019607843,-0.512658046010427,"2-pointers per game"
"2-pointers per game",-0.709079267550752,-0.301799257796919,2.73333333333333,-0.505439262673836,"2-pointers per game"
"2-pointers per game",-0.709079267550752,-0.301799257796919,2.73333333333333,-0.505439262673836,"2-pointers per game"
"2-pointers per game",-0.707515773247799,-0.30040531531417,2.73493975903614,-0.503960544280984,"2-pointers per game"
"2-pointers per game",-0.706376061904303,-0.299388488197343,2.73611111111111,-0.502882275050823,"2-pointers per game"
"2-pointers per game",-0.704089981152114,-0.297347084203636,2.73846153846154,-0.500718532677875,"2-pointers per game"
"2-pointers per game",-0.702860582655269,-0.296248266902145,2.73972602739726,-0.499554424778707,"2-pointers per game"
"2-pointers per game",-0.701253678841922,-0.294810985059801,2.74137931034483,-0.498032331950861,"2-pointers per game"
"2-pointers per game",-0.700713234749894,-0.294327320110514,2.74193548387097,-0.497520277430204,"2-pointers per game"
"2-pointers per game",-0.69910613869987,-0.29288826437439,2.74358974358974,-0.49599720153713,"2-pointers per game"
"2-pointers per game",-0.695954623003153,-0.290062787786692,2.74683544303797,-0.493008705394923,"2-pointers per game"
"2-pointers per game",-0.695954623003153,-0.290062787786692,2.74683544303797,-0.493008705394923,"2-pointers per game"
"2-pointers per game",-0.692883997310575,-0.28730537885033,2.75,-0.490094688080452,"2-pointers per game"
"2-pointers per game",-0.692883997310575,-0.28730537885033,2.75,-0.490094688080452,"2-pointers per game"
"2-pointers per game",-0.692883997310575,-0.28730537885033,2.75,-0.490094688080452,"2-pointers per game"
"2-pointers per game",-0.689563330809989,-0.284318472980411,2.75342465753425,-0.4869409018952,"2-pointers per game"
"2-pointers per game",-0.686334747020008,-0.281409437767573,2.75675675675676,-0.48387209239379,"2-pointers per game"
"2-pointers per game",-0.686334747020008,-0.281409437767573,2.75675675675676,-0.48387209239379,"2-pointers per game"
"2-pointers per game",-0.685960790207063,-0.2810721768276,2.75714285714286,-0.483516483517332,"2-pointers per game"
"2-pointers per game",-0.685541542081413,-0.280693990746403,2.75757575757576,-0.483117766413908,"2-pointers per game"
"2-pointers per game",-0.685068244163918,-0.280266949245323,2.75806451612903,-0.482667596704621,"2-pointers per game"
"2-pointers per game",-0.685068244163918,-0.280266949245323,2.75806451612903,-0.482667596704621,"2-pointers per game"
"2-pointers per game",-0.682038899750798,-0.277531170151706,2.76119402985075,-0.479785034951252,"2-pointers per game"
"2-pointers per game",-0.680775332256385,-0.276388772183432,2.7625,-0.478582052219909,"2-pointers per game"
"2-pointers per game",-0.680138932380924,-0.275813114168996,2.76315789473684,-0.47797602327496,"2-pointers per game"
"2-pointers per game",-0.679676152556059,-0.275394384638315,2.76363636363636,-0.477535268597187,"2-pointers per game"
"2-pointers per game",-0.678641875432495,-0.274458190361244,2.76470588235294,-0.47655003289687,"2-pointers per game"
"2-pointers per game",-0.677939723907705,-0.273822336954326,2.76543209876543,-0.475881030431016,"2-pointers per game"
"2-pointers per game",-0.677164748769733,-0.273120264968299,2.76623376623377,-0.475142506869016,"2-pointers per game"
"2-pointers per game",-0.675174997482712,-0.271316388806096,2.76829268292683,-0.473245693144404,"2-pointers per game"
"2-pointers per game",-0.673050725091844,-0.269388483539202,2.77049180327869,-0.471219604315523,"2-pointers per game"
"2-pointers per game",-0.672146145423931,-0.268566871653787,2.77142857142857,-0.470356508538859,"2-pointers per game"
"2-pointers per game",-0.672146145423931,-0.268566871653787,2.77142857142857,-0.470356508538859,"2-pointers per game"
"2-pointers per game",-0.671662190848154,-0.268127145347285,2.7719298245614,-0.469894668097719,"2-pointers per game"
"2-pointers per game",-0.670892370729761,-0.267427448737377,2.77272727272727,-0.469159909733569,"2-pointers per game"
"2-pointers per game",-0.669038839432954,-0.26574159823417,2.77464788732394,-0.467390218833562,"2-pointers per game"
"2-pointers per game",-0.663407609770766,-0.260609732584209,2.78048780487805,-0.462008671177487,"2-pointers per game"
"2-pointers per game",-0.663085650751728,-0.260315865240896,2.78082191780822,-0.461700757996312,"2-pointers per game"
"2-pointers per game",-0.663085650751728,-0.260315865240896,2.78082191780822,-0.461700757996312,"2-pointers per game"
"2-pointers per game",-0.662673174688351,-0.259939306017873,2.78125,-0.461306240353112,"2-pointers per game"
"2-pointers per game",-0.662673174688351,-0.259939306017873,2.78125,-0.461306240353112,"2-pointers per game"
"2-pointers per game",-0.661901206548414,-0.259234338515972,2.78205128205128,-0.460567772532193,"2-pointers per game"
"2-pointers per game",-0.659244312430363,-0.256805853115954,2.78481012658228,-0.458025082773159,"2-pointers per game"
"2-pointers per game",-0.658373910107261,-0.25600953942493,2.78571428571429,-0.457191724766095,"2-pointers per game"
"2-pointers per game",-0.657457270257258,-0.255170529483388,2.78666666666667,-0.456313899870323,"2-pointers per game"
"2-pointers per game",-0.656911276645371,-0.254670583446081,2.78723404255319,-0.455790930045726,"2-pointers per game"
"2-pointers per game",-0.656655365197204,-0.254436205379332,2.7875,-0.455545785288268,"2-pointers per game"
"2-pointers per game",-0.656655365197204,-0.254436205379332,2.7875,-0.455545785288268,"2-pointers per game"
"2-pointers per game",-0.654756692772,-0.252696307613896,2.78947368421053,-0.453726500192948,"2-pointers per game"
"2-pointers per game",-0.651671151302583,-0.249865075562306,2.79268292682927,-0.450768113432444,"2-pointers per game"
"2-pointers per game",-0.651266997819206,-0.249493890980314,2.79310344827586,-0.45038044439976,"2-pointers per game"
"2-pointers per game",-0.649567883460287,-0.247932516112764,2.79487179487179,-0.448750199786526,"2-pointers per game"
"2-pointers per game",-0.647238400266538,-0.245789596301526,2.7972972972973,-0.446513998284032,"2-pointers per game"
"2-pointers per game",-0.644644133258222,-0.243399993234212,2.8,-0.444022063246217,"2-pointers per game"
"2-pointers per game",-0.641737218398108,-0.240718511059327,2.8030303030303,-0.441227864728718,"2-pointers per game"
"2-pointers per game",-0.639662021455054,-0.238801722261984,2.80519480519481,-0.439231871858519,"2-pointers per game"
"2-pointers per game",-0.636764065436267,-0.236121452252303,2.80821917808219,-0.436442758844285,"2-pointers per game"
"2-pointers per game",-0.634728406821032,-0.234236244012127,2.81034482758621,-0.434482325416579,"2-pointers per game"
"2-pointers per game",-0.633794111514697,-0.233370318681808,2.81132075471698,-0.433582215098253,"2-pointers per game"
"2-pointers per game",-0.632665436055343,-0.232323665126505,2.8125,-0.432494550590924,"2-pointers per game"
"2-pointers per game",-0.632665436055343,-0.232323665126505,2.8125,-0.432494550590924,"2-pointers per game"
"2-pointers per game",-0.631868013414224,-0.231583814032951,2.81333333333333,-0.431725913723588,"2-pointers per game"
"2-pointers per game",-0.63165178814099,-0.231383145623666,2.8135593220339,-0.431517466882328,"2-pointers per game"
"2-pointers per game",-0.629905743231248,-0.229761880108706,2.81538461538462,-0.429833811669977,"2-pointers per game"
"2-pointers per game",-0.628679769497554,-0.228622620897858,2.81666666666667,-0.428651195197706,"2-pointers per game"
"2-pointers per game",-0.626024667765074,-0.226152772539879,2.81944444444444,-0.426088720152477,"2-pointers per game"
"2-pointers per game",-0.625493840319125,-0.22565856412182,2.82,-0.425576202220473,"2-pointers per game"
"2-pointers per game",-0.6250039028255,-0.225202301080748,2.82051282051282,-0.425103101953124,"2-pointers per game"
"2-pointers per game",-0.624638313530515,-0.224861762072359,2.82089552238806,-0.424750037801437,"2-pointers per game"
"2-pointers per game",-0.623661889003732,-0.223951917805809,2.82191780821918,-0.423806903404771,"2-pointers per game"
"2-pointers per game",-0.62283395275787,-0.223180066403793,2.82278481012658,-0.423007009580831,"2-pointers per game"
"2-pointers per game",-0.61825173408042,-0.218902093498301,2.82758620689655,-0.418576913789361,"2-pointers per game"
"2-pointers per game",-0.617312080507462,-0.218023539416992,2.82857142857143,-0.417667809962227,"2-pointers per game"
"2-pointers per game",-0.61664756960096,-0.217401971662464,2.82926829268293,-0.417024770631712,"2-pointers per game"
"2-pointers per game",-0.615770068745311,-0.216580840759551,2.83018867924528,-0.416175454752431,"2-pointers per game"
"2-pointers per game",-0.615010122622695,-0.215869402490671,2.83098591549296,-0.415439762556683,"2-pointers per game"
"2-pointers per game",-0.612773272449643,-0.21377365761636,2.83333333333333,-0.413273465033001,"2-pointers per game"
"2-pointers per game",-0.612773272449643,-0.21377365761636,2.83333333333333,-0.413273465033001,"2-pointers per game"
"2-pointers per game",-0.610404131847205,-0.211551237958712,2.83582089552239,-0.410977684902959,"2-pointers per game"
"2-pointers per game",-0.609887399761158,-0.211066133582545,2.83636363636364,-0.410476766671852,"2-pointers per game"
"2-pointers per game",-0.609887399761158,-0.211066133582545,2.83636363636364,-0.410476766671852,"2-pointers per game"
"2-pointers per game",-0.608805690707118,-0.210050199322732,2.8375,-0.409427945014925,"2-pointers per game"
"2-pointers per game",-0.608805690707118,-0.210050199322732,2.8375,-0.409427945014925,"2-pointers per game"
"2-pointers per game",-0.603709828473222,-0.205256290068101,2.84285714285714,-0.404483059270661,"2-pointers per game"
"2-pointers per game",-0.599338491710343,-0.20113354969554,2.84745762711864,-0.400236020702941,"2-pointers per game"
"2-pointers per game",-0.598988575297231,-0.200803115656042,2.84782608695652,-0.399895845476636,"2-pointers per game"
"2-pointers per game",-0.598988575297231,-0.200803115656042,2.84782608695652,-0.399895845476636,"2-pointers per game"
"2-pointers per game",-0.597820191387374,-0.199699335381128,2.84905660377358,-0.398759763384251,"2-pointers per game"
"2-pointers per game",-0.591931832369358,-0.194126030874674,2.85526315789474,-0.393028931622016,"2-pointers per game"
"2-pointers per game",-0.590150082884837,-0.192436141602895,2.85714285714286,-0.391293112243866,"2-pointers per game"
"2-pointers per game",-0.590150082884837,-0.192436141602895,2.85714285714286,-0.391293112243866,"2-pointers per game"
"2-pointers per game",-0.588035210483625,-0.19042820524473,2.859375,-0.389231707864177,"2-pointers per game"
"2-pointers per game",-0.58400060570661,-0.186591274150944,2.86363636363636,-0.385295939928777,"2-pointers per game"
"2-pointers per game",-0.583469581226851,-0.186085647243712,2.8641975308642,-0.384777614235282,"2-pointers per game"
"2-pointers per game",-0.58283817791822,-0.185484254516376,2.86486486486486,-0.384161216217298,"2-pointers per game"
"2-pointers per game",-0.58283817791822,-0.185484254516376,2.86486486486486,-0.384161216217298,"2-pointers per game"
"2-pointers per game",-0.58234647604341,-0.185015781813071,2.86538461538462,-0.38368112892824,"2-pointers per game"
"2-pointers per game",-0.581902793312253,-0.184592953403934,2.86585365853659,-0.383247873358094,"2-pointers per game"
"2-pointers per game",-0.578393525895306,-0.181245073859402,2.8695652173913,-0.379819299877354,"2-pointers per game"
"2-pointers per game",-0.576632810294174,-0.179562948891438,2.87142857142857,-0.378097879592806,"2-pointers per game"
"2-pointers per game",-0.57628677159885,-0.17923216835887,2.87179487179487,-0.37775946997886,"2-pointers per game"
"2-pointers per game",-0.571190487168357,-0.17435345259938,2.87719298245614,-0.372771969883868,"2-pointers per game"
"2-pointers per game",-0.570383095601268,-0.17357929990809,2.8780487804878,-0.371981197754679,"2-pointers per game"
"2-pointers per game",-0.570383095601268,-0.17357929990809,2.8780487804878,-0.371981197754679,"2-pointers per game"
"2-pointers per game",-0.568542811592384,-0.171813517410211,2.88,-0.370178164501297,"2-pointers per game"
"2-pointers per game",-0.567054213114897,-0.170383900467202,2.88157894736842,-0.368719056791049,"2-pointers per game"
"2-pointers per game",-0.566324697025693,-0.169682870212482,2.88235294117647,-0.368003783619087,"2-pointers per game"
"2-pointers per game",-0.558894285939813,-0.162526854675538,2.89024390243902,-0.360710570307676,"2-pointers per game"
"2-pointers per game",-0.557344110447069,-0.16103030177077,2.89189189189189,-0.35918720610892,"2-pointers per game"
"2-pointers per game",-0.555721976664839,-0.159462936977514,2.8936170212766,-0.357592456821177,"2-pointers per game"
"2-pointers per game",-0.555418919052944,-0.159169959301447,2.89393939393939,-0.357294439177195,"2-pointers per game"
"2-pointers per game",-0.555418919052944,-0.159169959301447,2.89393939393939,-0.357294439177195,"2-pointers per game"
"2-pointers per game",-0.554669342745099,-0.158445108312652,2.89473684210526,-0.356557225528876,"2-pointers per game"
"2-pointers per game",-0.552963901590204,-0.156794827580908,2.89655172413793,-0.354879364585556,"2-pointers per game"
"2-pointers per game",-0.548566593056407,-0.152532716286428,2.90123456790123,-0.350549654671417,"2-pointers per game"
"2-pointers per game",-0.542777074376267,-0.146905709918041,2.90740740740741,-0.344841392147154,"2-pointers per game"
"2-pointers per game",-0.542320342694976,-0.146461047659539,2.90789473684211,-0.344390695177258,"2-pointers per game"
"2-pointers per game",-0.542320342694976,-0.146461047659539,2.90789473684211,-0.344390695177258,"2-pointers per game"
"2-pointers per game",-0.538006651281256,-0.142255917693497,2.9125,-0.340131284487376,"2-pointers per game"
"2-pointers per game",-0.536995431981835,-0.141268724616695,2.91358024691358,-0.339132078299265,"2-pointers per game"
"2-pointers per game",-0.536796205358887,-0.141074167749222,2.91379310344828,-0.338935186554055,"2-pointers per game"
"2-pointers per game",-0.530007124613828,-0.134431645077654,2.92105263157895,-0.332219384845741,"2-pointers per game"
"2-pointers per game",-0.529049152788409,-0.133492383036776,2.92207792207792,-0.331270767912593,"2-pointers per game"
"2-pointers per game",-0.528115952640871,-0.132576939467328,2.92307692307692,-0.330346446054099,"2-pointers per game"
"2-pointers per game",-0.527206575613471,-0.131684419793121,2.92405063291139,-0.329445497703296,"2-pointers per game"
"2-pointers per game",-0.525455732802418,-0.12996479232554,2.92592592592593,-0.327710262563979,"2-pointers per game"
"2-pointers per game",-0.525455732802418,-0.12996479232554,2.92592592592593,-0.327710262563979,"2-pointers per game"
"2-pointers per game",-0.524612597310324,-0.12913610597141,2.92682926829268,-0.326874351640867,"2-pointers per game"
"2-pointers per game",-0.522987024380164,-0.127537320577038,2.92857142857143,-0.325262172478601,"2-pointers per game"
"2-pointers per game",-0.522987024380164,-0.127537320577038,2.92857142857143,-0.325262172478601,"2-pointers per game"
"2-pointers per game",-0.52204859755407,-0.126613715607176,2.92957746478873,-0.324331156580623,"2-pointers per game"
"2-pointers per game",-0.519386627304962,-0.123991228230996,2.93243243243243,-0.321688927767979,"2-pointers per game"
"2-pointers per game",-0.513478335538855,-0.118157011442128,2.93877551020408,-0.315817673490492,"2-pointers per game"
"2-pointers per game",-0.513246683260048,-0.117927881984919,2.9390243902439,-0.315587282622484,"2-pointers per game"
"2-pointers per game",-0.51290273815093,-0.117587629458314,2.93939393939394,-0.315245183804622,"2-pointers per game"
"2-pointers per game",-0.510451071247815,-0.115160441698607,2.94202898550725,-0.312805756473211,"2-pointers per game"
"2-pointers per game",-0.50613959077678,-0.110884163140691,2.94666666666667,-0.308511876958735,"2-pointers per game"
"2-pointers per game",-0.50613959077678,-0.110884163140691,2.94666666666667,-0.308511876958735,"2-pointers per game"
"2-pointers per game",-0.50613959077678,-0.110884163140691,2.94666666666667,-0.308511876958735,"2-pointers per game"
"2-pointers per game",-0.504852599390392,-0.109605737672951,2.94805194805195,-0.307229168531672,"2-pointers per game"
"2-pointers per game",-0.504233993165555,-0.108990930653642,2.94871794871795,-0.306612461909599,"2-pointers per game"
"2-pointers per game",-0.504233993165555,-0.108990930653642,2.94871794871795,-0.306612461909599,"2-pointers per game"
"2-pointers per game",-0.501911257300921,-0.106680614975466,2.95121951219512,-0.304295936138193,"2-pointers per game"
"2-pointers per game",-0.501911257300921,-0.106680614975466,2.95121951219512,-0.304295936138193,"2-pointers per game"
"2-pointers per game",-0.498825052848835,-0.103606399966328,2.95454545454545,-0.301215726407582,"2-pointers per game"
"2-pointers per game",-0.49426938309223,-0.0990589987988693,2.95945945945946,-0.296664190945549,"2-pointers per game"
"2-pointers per game",-0.493768559657662,-0.0985583974449771,2.96,-0.29616347855132,"2-pointers per game"
"2-pointers per game",-0.490606195064664,-0.0953942883358611,2.96341463414634,-0.293000241700263,"2-pointers per game"
"2-pointers per game",-0.489799848875847,-0.094586627353334,2.96428571428571,-0.29219323811459,"2-pointers per game"
"2-pointers per game",-0.486601993952541,-0.0913800728220358,2.96774193548387,-0.288991033387288,"2-pointers per game"
"2-pointers per game",-0.485669742895519,-0.0904442367422332,2.96875,-0.288056989818876,"2-pointers per game"
"2-pointers per game",-0.480793918233536,-0.0855419356474912,2.97402597402597,-0.283167926940514,"2-pointers per game"
"2-pointers per game",-0.480486362953045,-0.0852322749289536,2.97435897435897,-0.282859318940999,"2-pointers per game"
"2-pointers per game",-0.48018661546866,-0.0849304256980569,2.9746835443038,-0.282558520583359,"2-pointers per game"
"2-pointers per game",-0.479331355645294,-0.0840688989497265,2.97560975609756,-0.28170012729751,"2-pointers per game"
"2-pointers per game",-0.479331355645294,-0.0840688989497265,2.97560975609756,-0.28170012729751,"2-pointers per game"
"2-pointers per game",-0.479331355645294,-0.0840688989497265,2.97560975609756,-0.28170012729751,"2-pointers per game"
"2-pointers per game",-0.472735956001513,-0.0774117196377903,2.98275862068966,-0.275073837819652,"2-pointers per game"
"2-pointers per game",-0.471710653548143,-0.0763746713525941,2.98387096774194,-0.274042662450369,"2-pointers per game"
"2-pointers per game",-0.471710653548143,-0.0763746713525941,2.98387096774194,-0.274042662450369,"2-pointers per game"
"2-pointers per game",-0.469471304760287,-0.0741076617391559,2.98630136986301,-0.271789483249722,"2-pointers per game"
"2-pointers per game",-0.469300788825803,-0.0739349266990457,2.98648648648649,-0.271617857762424,"2-pointers per game"
"2-pointers per game",-0.468225223719133,-0.0728449958165757,2.98765432098765,-0.270535109767854,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.456871700745132,-0.0613009808215295,3,-0.259086340783331,"2-pointers per game"
"2-pointers per game",-0.44554861691295,-0.0497170009989773,3.01234567901235,-0.247632808955963,"2-pointers per game"
"2-pointers per game",-0.444961232465066,-0.0491141448189618,3.01298701298701,-0.247037688642014,"2-pointers per game"
"2-pointers per game",-0.443387357727145,-0.0474978705361049,3.01470588235294,-0.245442614131625,"2-pointers per game"
"2-pointers per game",-0.440790056987602,-0.044827592631571,3.01754385964912,-0.242808824809586,"2-pointers per game"
"2-pointers per game",-0.437376301375034,-0.041312219612629,3.02127659574468,-0.239344260493831,"2-pointers per game"
"2-pointers per game",-0.433684762494598,-0.0375035013514471,3.0253164556962,-0.235594131923023,"2-pointers per game"
"2-pointers per game",-0.429945831034855,-0.0336381531742016,3.02941176470588,-0.231791992104528,"2-pointers per game"
"2-pointers per game",-0.429132560259433,-0.0327963537110493,3.03030303030303,-0.230964456985241,"2-pointers per game"
"2-pointers per game",-0.42826863062516,-0.0319017145196214,3.03125,-0.230085172572391,"2-pointers per game"
"2-pointers per game",-0.42826863062516,-0.0319017145196214,3.03125,-0.230085172572391,"2-pointers per game"
"2-pointers per game",-0.422992872196844,-0.0264293897734017,3.03703703703704,-0.224711130985123,"2-pointers per game"
"2-pointers per game",-0.42029421375115,-0.0236241785320848,3.04,-0.221959196141618,"2-pointers per game"
"2-pointers per game",-0.418242856984943,-0.0214891057192798,3.04225352112676,-0.219865981352111,"2-pointers per game"
"2-pointers per game",-0.411198832276926,-0.0141397078469469,3.05,-0.212669270061937,"2-pointers per game"
"2-pointers per game",-0.401238318694966,-0.0036999951286662,3.0609756097561,-0.202469156911816,"2-pointers per game"
"2-pointers per game",-0.400556003109737,-0.00298281982044628,3.06172839506173,-0.201769411465092,"2-pointers per game"
"2-pointers per game",-0.398404794282934,-0.00071999715675888,3.06410256410256,-0.199562395719846,"2-pointers per game"
"2-pointers per game",-0.395059797462264,0.00280370458912896,3.06779661016949,-0.196128046436568,"2-pointers per game"
"2-pointers per game",-0.393276251508879,0.00468509968769291,3.06976744186047,-0.194295575910593,"2-pointers per game"
"2-pointers per game",-0.39019810800614,0.0079363125235858,3.07317073170732,-0.191130897741277,"2-pointers per game"
"2-pointers per game",-0.388881761570091,0.0093282929463046,3.07462686567164,-0.189776734311893,"2-pointers per game"
"2-pointers per game",-0.386806798776192,0.0115244514033107,3.07692307692308,-0.187641173686441,"2-pointers per game"
"2-pointers per game",-0.384978380325493,0.0134616669371903,3.07894736842105,-0.185758356694151,"2-pointers per game"
"2-pointers per game",-0.38101945207083,0.017662591520284,3.08333333333333,-0.181678430275273,"2-pointers per game"
"2-pointers per game",-0.38101945207083,0.017662591520284,3.08333333333333,-0.181678430275273,"2-pointers per game"
"2-pointers per game",-0.379745311549231,0.0190164864687569,3.08474576271186,-0.180364412540237,"2-pointers per game"
"2-pointers per game",-0.379745311549231,0.0190164864687569,3.08474576271186,-0.180364412540237,"2-pointers per game"
"2-pointers per game",-0.379186050817042,0.0196110415860815,3.08536585365854,-0.17978750461548,"2-pointers per game"
"2-pointers per game",-0.378871831128034,0.0199451683593418,3.08571428571429,-0.179463331384346,"2-pointers per game"
"2-pointers per game",-0.375412225882581,0.0236276160573201,3.08955223880597,-0.175892304912631,"2-pointers per game"
"2-pointers per game",-0.375239810374318,0.0238113129782242,3.08974358974359,-0.175714248698047,"2-pointers per game"
"2-pointers per game",-0.373112401350393,0.0260792941176405,3.09210526315789,-0.173516553616376,"2-pointers per game"
"2-pointers per game",-0.372285748240499,0.0269612547132781,3.09302325581395,-0.172662246763611,"2-pointers per game"
"2-pointers per game",-0.37029192762851,0.0290900498911835,3.0952380952381,-0.170600938868663,"2-pointers per game"
"2-pointers per game",-0.367482511048508,0.0320934388192045,3.09836065573771,-0.167694536114652,"2-pointers per game"
"2-pointers per game",-0.366008288630057,0.0336712179754529,3.1,-0.166168535327302,"2-pointers per game"
"2-pointers per game",-0.363364601611243,0.0365036634863764,3.10294117647059,-0.163430469062433,"2-pointers per game"
"2-pointers per game",-0.360018213333117,0.0400946029340927,3.10666666666667,-0.159961805199512,"2-pointers per game"
"2-pointers per game",-0.359097386934624,0.041083824001088,3.10769230769231,-0.159006781466768,"2-pointers per game"
"2-pointers per game",-0.357587072716875,0.0427073463655132,3.109375,-0.157439863175681,"2-pointers per game"
"2-pointers per game",-0.354783573903065,0.0457243750576594,3.1125,-0.154529599422703,"2-pointers per game"
"2-pointers per game",-0.353182372523983,0.047449508627415,3.11428571428571,-0.152866431948284,"2-pointers per game"
"2-pointers per game",-0.348062412342819,0.0529753880972544,3.12,-0.147543512122782,"2-pointers per game"
"2-pointers per game",-0.346977118574957,0.0541486111058165,3.12121212121212,-0.14641425373457,"2-pointers per game"
"2-pointers per game",-0.343587279296097,0.0578173358205098,3.125,-0.142884971737793,"2-pointers per game"
"2-pointers per game",-0.343587279296097,0.0578173358205098,3.125,-0.142884971737793,"2-pointers per game"
"2-pointers per game",-0.342172032890787,0.0593509180761003,3.12658227848101,-0.141410557407344,"2-pointers per game"
"2-pointers per game",-0.340393501546602,0.0612797495307889,3.12857142857143,-0.139556876007906,"2-pointers per game"
"2-pointers per game",-0.339447634788509,0.0623062699031379,3.12962962962963,-0.138570682442686,"2-pointers per game"
"2-pointers per game",-0.336138671797452,0.0659013205290214,3.13333333333333,-0.135118675634215,"2-pointers per game"
"2-pointers per game",-0.333433149978184,0.0688453019840509,3.13636363636364,-0.132293923997066,"2-pointers per game"
"2-pointers per game",-0.332418998269528,0.0699498921271453,3.1375,-0.131234553071191,"2-pointers per game"
"2-pointers per game",-0.331561048018253,0.0708847995117886,3.13846153846154,-0.130338124253232,"2-pointers per game"
"2-pointers per game",-0.331179789149316,0.0713003886678006,3.13888888888889,-0.129939700240758,"2-pointers per game"
"2-pointers per game",-0.330866119285088,0.0716423636039094,3.13924050632911,-0.129611877840589,"2-pointers per game"
"2-pointers per game",-0.330603528710924,0.0719286921448112,3.13953488372093,-0.129337418283056,"2-pointers per game"
"2-pointers per game",-0.325587587672341,0.0774054521909259,3.14516129032258,-0.124091067740708,"2-pointers per game"
"2-pointers per game",-0.324536167186818,0.0785552453650004,3.14634146341463,-0.122990460910909,"2-pointers per game"
"2-pointers per game",-0.324536167186818,0.0785552453650004,3.14634146341463,-0.122990460910909,"2-pointers per game"
"2-pointers per game",-0.322927056214002,0.080316099729859,3.14814814814815,-0.121305478242072,"2-pointers per game"
"2-pointers per game",-0.321278307573529,0.0821218249845277,3.15,-0.119578241294501,"2-pointers per game"
"2-pointers per game",-0.320668647483403,0.082789913688777,3.15068493150685,-0.118939366897313,"2-pointers per game"
"2-pointers per game",-0.316079014965398,0.0878260436372792,3.15584415584416,-0.11412648566406,"2-pointers per game"
"2-pointers per game",-0.315718172200623,0.0882224870981843,3.15625,-0.113747842551219,"2-pointers per game"
"2-pointers per game",-0.314256099872723,0.0898295475631671,3.15789473684211,-0.112213276154778,"2-pointers per game"
"2-pointers per game",-0.313685661302187,0.090456876308191,3.15853658536585,-0.111614392496998,"2-pointers per game"
"2-pointers per game",-0.313513638167438,0.0906460908695163,3.15873015873016,-0.111433773648961,"2-pointers per game"
"2-pointers per game",-0.313193066770292,0.0909987429530931,3.15909090909091,-0.111097161908599,"2-pointers per game"
"2-pointers per game",-0.313193066770292,0.0909987429530931,3.15909090909091,-0.111097161908599,"2-pointers per game"
"2-pointers per game",-0.312385325915183,0.0918875701813895,3.16,-0.110248877866897,"2-pointers per game"
"2-pointers per game",-0.310164768694969,0.0943329073774028,3.1625,-0.107915930658783,"2-pointers per game"
"2-pointers per game",-0.308338528954789,0.0963460610108759,3.16455696202532,-0.105996233971956,"2-pointers per game"
"2-pointers per game",-0.306466211432076,0.0984119274983433,3.16666666666667,-0.104027141966867,"2-pointers per game"
"2-pointers per game",-0.306466211432076,0.0984119274983433,3.16666666666667,-0.104027141966867,"2-pointers per game"
"2-pointers per game",-0.306466211432076,0.0984119274983433,3.16666666666667,-0.104027141966867,"2-pointers per game"
"2-pointers per game",-0.300992283660319,0.104462849118947,3.17283950617284,-0.0982647172706862,"2-pointers per game"
"2-pointers per game",-0.3000409528426,0.105516147882147,3.17391304347826,-0.0972624024802268,"2-pointers per game"
"2-pointers per game",-0.3000409528426,0.105516147882147,3.17391304347826,-0.0972624024802268,"2-pointers per game"
"2-pointers per game",-0.295104458960242,0.110989783604439,3.17948717948718,-0.0920573376779014,"2-pointers per game"
"2-pointers per game",-0.293041645970872,0.113281034736352,3.18181818181818,-0.0898803056172597,"2-pointers per game"
"2-pointers per game",-0.291701301969012,0.114771066615523,3.18333333333333,-0.0884651176767447,"2-pointers per game"
"2-pointers per game",-0.290567462089946,0.116032304656995,3.18461538461538,-0.0872675787164758,"2-pointers per game"
"2-pointers per game",-0.286524624263133,0.120535152084223,3.18918918918919,-0.0829947360894551,"2-pointers per game"
"2-pointers per game",-0.285387650043148,0.121803113952018,3.19047619047619,-0.0817922680455649,"2-pointers per game"
"2-pointers per game",-0.281565272770127,0.126071058438138,3.19480519480519,-0.0777471071659949,"2-pointers per game"
"2-pointers per game",-0.281285706743386,0.126383527348745,3.19512195121951,-0.0774510896973204,"2-pointers per game"
"2-pointers per game",-0.281285706743386,0.126383527348745,3.19512195121951,-0.0774510896973204,"2-pointers per game"
"2-pointers per game",-0.27916015831524,0.128760637481259,3.19753086419753,-0.0751997604169905,"2-pointers per game"
